,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon
887,,Benisławskiego,,,54.55429,18.52438
888,,Wzgórze Św. Maksymiliana SKM,,,54.50814,18.53657
890,,Stolarska,,,54.551,18.51906
891,,Płyta Redłowska,,,54.49183,18.55236
893,,Białowieska,,,54.55196,18.51503
894,,Piłsudskiego ,,,54.50777,18.54479
895,,Ejsmonda,,,54.50488,18.55269
897,,Dąbka - Zielona,,,54.5536,18.52878
898,,Korczaka,,,54.49635,18.54464
899,,Bosmańska - Zielona,,,54.54939,18.53066
901,,Gdynia Arena,,,54.49872,18.53242
902,,Stare Obłuże,,,54.56064,18.50998
904,,Maciejewicza,,,54.56299,18.50851
905,,Staniewicza,,,54.56322,18.49852
907,,Urząd Miasta - Świętojańska,,,54.50863,18.53805
909,,Steyera,,,54.56343,18.48585
911,,Wzgórze Św. Maksymiliana - Kapliczka,,,54.50553,18.53587
912,,Pogórze - Pogórze Górne,,,54.5634,18.48129
913,,Czernickiego,,,54.56278,18.47555
915,,Pogórze Dolne,,,54.55716,18.47886
916,,Żelazna,,,54.55567,18.48396
917,,Kopernika - Partyzantów,,,54.50574,18.53911
919,,Żeliwna,,,54.55472,18.49218
920,,Focha,,,54.50365,18.54036
921,,Podgórska,,,54.55332,18.49979
922,,Sosnowiecka,,,54.48495,18.53509
924,,Kuśnierska,,,54.55234,18.50345
925,,Kurpiowska,,,54.48528,18.53183
928,,Baza na Pogórzu Dolnym,,,54.55917,18.47624
930,,Zielona - Działki I,,,54.56079,18.53339
931,,Pogórze Górne,,,54.56316,18.48141
934,Jagiełły,Jagiełły (N/Ż),1.0,Gdańsk,54.30465,18.61203
935,,Obłuże Maciejewicza,,,54.56276,18.50708
936,Jana z Kolna,Jana z Kolna (dla wysiadających),1.0,Gdańsk,54.36166,18.64554
937,Węzeł Groddecka,Węzeł Groddecka,1.0,Gdańsk,54.34847,18.64223
938,,Wąwóz Ostrowicki,,,54.56533,18.53491
939,Żabianka SKM,Żabianka SKM (techniczny),1.0,Gdańsk,54.42279,18.56966
940,,Skwer Kościuszki - InfoBox,,,54.51798,18.54202
941,Jelitkowo,Jelitkowo (techniczny),1.0,Gdańsk,54.42369,18.59422
942,Leźnieńska,Leźnieńska (N/Ż),1.0,Gdańsk,54.35353,18.46949
943,,Kadmowa,,,54.55911,18.47239
944,,Zielona - Kościół,,,54.57627,18.53789
945,,Pogórze Dolne Złota,,,54.56087,18.46675
946,Hospicjum,Sopot Hospicjum (N/Ż),2.0,Sopot,54.42562,18.56292
948,,Galeria Szperk,,,54.56372,18.50478
949,,Plac Kaszubski - Świętojańska,,,54.5226,18.5433
950,,Babie Doły,,,54.57779,18.53882
957,,3 Maja,,,54.51981,18.53472
959,Nad Stawem,Nad Stawem,1.0,Gdańsk,54.38344,18.6065
960,Kokoszki,Kokoszki (N/Ż),1.0,Gdańsk,54.35307,18.49639
961,,Gdynia Dworzec Gł. PKP - Morska,,,54.51998,18.52958
963,,Zielona - Działki II,,,54.55621,18.53123
964,,Pogórze - Słowackiego,,,54.56514,18.48143
965,,Pogórze - Majakowskiego,,,54.56642,18.47985
966,Topazowa,Topazowa (N/Ż),1.0,Gdańsk,54.30982,18.60061
967,,Pogórze - Szkolna,,,54.56979,18.47566
968,,Suchy Dwór - Szkolna,,,54.57235,18.47273
969,Kolorowa,Kolorowa,1.0,Gdańsk,54.31174,18.60244
971,,Pogórze - Dobke,,,54.57199,18.48868
973,,Pogórze - Herberta,,,54.57562,18.49065
974,,Kosakowo - Urząd Gminy,,,54.5879,18.49333
976,,Pierwoszyno - Staw,,,54.59369,18.50066
978,,Pierwoszyno - Kościół,,,54.59832,18.49937
979,Tamka,Tamka,1.0,Gdańsk,54.3592,18.70602
980,,Centrum Handlowe Batory,,,54.51961,18.53985
981,,Mosty - Ogrodowa,,,54.60876,18.4976
982,,Mosty - Szkoła,,,54.61026,18.50248
983,Pawia,Pawia,1.0,Gdańsk,54.3597,18.71631
984,,Mechelinki - Przystań,,,54.60885,18.51167
985,Kłosowa,Kłosowa,1.0,Gdańsk,54.36166,18.71948
986,,Rewa - Wrocławska,,,54.6202,18.49637
987,,Rewa - Bosmańska,,,54.63041,18.49695
988,,Rewa - Słoneczna,,,54.63229,18.50399
989,Stogi Skiby,Skiby,1.0,Gdańsk,54.3629,18.70945
990,,Rewa - Bursztynowa,,,54.632,18.51174
992,,Kosakowo - Krokusowa ,,,54.58928,18.48263
993,,Kosakowo - Cmentarz - Brama Główna,,,54.59671,18.47968
994,,Dębogórze - Owocowa,,,54.59123,18.45845
995,,Dębogórze - Słonecznikowa,,,54.5904,18.45171
996,,Dębogórze - Jednostka Wojskowa,,,54.58859,18.43732
997,,Dębogórze - Naftobazy,,,54.58969,18.43367
998,,Kazimierz - Kazimierska,,,54.60076,18.42031
999,,Kazimierz - Rumska,,,54.60185,18.41618
1000,Rzeźnicka,Rzeźnicka,1.0,Gdańsk,54.34389,18.64702
1001,Ugory,Ugory (N/Ż),1.0,Gdańsk,54.36363,18.70791
1002,,Kazimierz - Majowa,,,54.59495,18.4297
1003,,Kosakowo - Staw,,,54.58897,18.49016
1004,Stężycka,Stężycka,1.0,Gdańsk,54.33392,18.54175
1005,,Kosakowo - Tulipanowa,,,54.59137,18.4804
1006,,Kosakowo - Cmentarz Komunalny,,,54.60016,18.48275
1007,,Mosty - Olchowa,,,54.61381,18.49606
1008,,Mosty - Wiązowa,,,54.60442,18.49726
1009,,Dębogórze - Szkoła,,,54.59101,18.45432
1010,,Dębogórze - Okopowa,,,54.59153,18.46354
1011,,Kosakowo - Kościół,,,54.58966,18.49431
1012,,Kosakowo - Rumska,,,54.60193,18.48484
1013,,Suchy Dwór - Reja,,,54.57497,18.4699
1014,,Suchy Dwór - Kochanowskiego,,,54.57615,18.46622
1015,,Suchy Dwór - Necla,,,54.57602,18.46342
1016,,Suchy Dwór - Borchardta,,,54.57315,18.46399
1017,,Suchy Dwór - Gombrowicza,,,54.57295,18.46951
1018,,Pogórze - Pułaskiego,,,54.5683,18.4855
1019,,Mosty - Brzozowa,,,54.60488,18.48799
1020,,Mosty - Wierzbowa,,,54.60693,18.49311
1021,Zajezdnia WRZESZCZ,Zajezdnia Wrzeszcz (techniczny),1.0,Gdańsk,54.38994,18.57899
1022,,Kazimierz - Listopadowa,,,54.59743,18.42719
1023,,Kosakowo - Złote Piaski,,,54.60533,18.4771
1024,Zimna,Stogi Zimna,1.0,Gdańsk,54.36109,18.70779
1026,Kaczeńce,Kaczeńce,1.0,Gdańsk,54.36318,18.69901
1027,,Kujawska ,,,54.56845,18.41318
1028,,25-lecia Solidarności,,,54.56416,18.4093
1029,,Dąbrowskiego - Kościół ,,,54.56687,18.40127
1030,,Dąbrowskiego - Most,,,54.56931,18.39312
1031,,Rumia Dworzec PKP,,,54.56933,18.38719
1032,,Starowiejska - Poczta,,,54.57115,18.39239
1033,,Bosmańska - Nasypowa,,,54.54853,18.52011
1034,,Wybickiego ,,,54.57078,18.39819
1035,,Derdowskiego - Przychodnia,,,54.57342,18.40053
1036,,Derdowskiego - Dębogórska,,,54.57664,18.40345
1037,,Osiedle Królewskie,,,54.57403,18.41439
1038,,Dębogórze-Wybudowanie - Długa,,,54.57291,18.4303
1039,,Dębogórze-Wybudowanie - Leśna,,,54.57307,18.43552
1040,Królewskie Wzgórze,Królewskie Wzgórze (N/Ż),1.0,Gdańsk,54.35048,18.57357
1041,,Konopnickiej,,,54.58024,18.39817
1042,,Słowackiego,,,54.58294,18.39882
1043,,Ruchu Oporu,,,54.4923,18.54217
1044,,Rozłogi,,,54.36324,18.71488
1045,,Rumia Partyzantów,,,54.5855,18.40041
1046,,Przyrzeczna,,,54.58954,18.40404
1047,,Żołnierzy I Dywizji WP,,,54.59365,18.40817
1048,,Kanał Leniwy,,,54.59768,18.41219
1049,,Powstań Chłopskich,,,54.48976,18.54891
1050,,Ceynowy ,,,54.57846,18.38667
1051,,Okrzei,,,54.58223,18.38915
1052,,Prusa ,,,54.58492,18.39181
1053,,1 Maja,,,54.58567,18.39427
1054,,Redłowo Szpital,,,54.48968,18.55499
1055,,Pomorska  ,,,54.56486,18.42115
1056,,Stoczniowców,,,54.56314,18.41415
1057,,Janowo SKM,,,54.56001,18.40638
1058,,Wierzbowa,,,54.57303,18.42259
1059,,Żwirki i Wigury ,,,54.5759,18.38796
1060,,Rondo Jana Pawła II,,,54.57815,18.40009
1061,,Żeromskiego ,,,54.57331,18.39363
1062,,Dębogórze-Wybudowanie - Mostowa,,,54.58429,18.42454
1063,,Cylkowskiego,,,54.49441,18.55244
1064,,Elektrociepłownia - Kontenerowa,,,54.55106,18.48669
1065,,Zapolskiej,,,54.5843,18.38026
1066,,Kościuszki - Kosynierów,,,54.58319,18.38672
1067,,Napierskiego,,,54.58675,18.39016
1068,,Partyzantów - Kościuszki,,,54.5882,18.39349
1069,,Dokerów,,,54.55934,18.41269
1070,,Rumia Dworzec PKP - Towarowa,,,54.56875,18.3863
1071,,Strzelecka,,,54.57235,18.37957
1072,,Cisowa Granica Miasta,,,54.55356,18.4165
1073,,Janowo SKM - Sobieskiego,,,54.55877,18.40499
1074,,Sobieskiego - FUO,,,54.56092,18.40063
1075,,Górnicza,,,54.56231,18.39687
1076,,Hallera,,,54.4999,18.5417
1077,,Urząd Miasta Rumi,,,54.56513,18.39072
1078,,Chełmońskiego,,,54.57793,18.37536
1079,,"CH ""Port Rumia"" - Grunwaldzka",,,54.58414,18.36474
1080,,Obwodowa,,,54.59032,18.35871
1081,,Reda Dworzec PKP,,,54.59525,18.35432
1082,,Wzgórze Św. Maksymiliana Syrokomli,,,54.5033,18.54222
1083,,"Centrum Handlowe ""Port Rumia""",,,54.58431,18.37445
1084,,Sabata - Szkoła,,,54.56285,18.38661
1085,,Batorego - Szkoła,,,54.5607,18.37634
1086,,Podmokła,,,54.55881,18.37652
1087,,Zdrojowa,,,54.55522,18.37295
1088,,Rumia Szmelta,,,54.55154,18.37117
1089,,Porazińskiej,,,54.55902,18.3797
1090,,Dom Marynarza,,,54.5078,18.54888
1091,,Cmentarz Komunalny,,,54.55896,18.3935
1092,,Łężyce,,,54.52956,18.37134
1093,,Łężyce - Limbowa,,,54.51419,18.36611
1094,,Łężyce - Topolowa,,,54.52236,18.3678
1095,,Gdańska - Kościół,,,54.60299,18.34954
1096,,Pieleszewo SKM,,,54.60489,18.31547
1097,,Śmiechowo SKM - Ceynowy,,,54.60271,18.27648
1098,,Nanice SKM - Kochanowskiego,,,54.60452,18.24596
1099,,Pruszkowskiego,,,54.60557,18.24279
1100,,Wejherowo Szpital,,,54.61488,18.24524
1101,,Kusocińskiego ,,,54.60686,18.24321
1102,,Nanice SKM - Kociewska,,,54.60369,18.25294
1103,,Młyńska,,,54.56241,18.38444
1104,,Gdańska - Cmentarz,,,54.60052,18.35091
1105,,"Gdańska - ""Zryw""",,,54.60284,18.28358
1106,,Gdańska - Szkolna,,,54.59909,18.3521
1107,,Łężyce - Głodówko,,,54.50918,18.36691
1108,,Łężyce - Jeżynowa,,,54.50631,18.37609
1109,,Łąkowa,,,54.55412,18.37149
1110,,Śmiechowo Ogrodowa,,,54.60311,18.29815
1111,,Obrońców Helu,,,54.60811,18.24403
1112,,Grunwaldzka - Ceynowy,,,54.57564,18.3788
1113,,Koleczkowo - Łąkowa,,,54.48867,18.34961
1114,,Koleczkowo - Młyńska,,,54.49275,18.35654
1115,,Chwaszczyno - Lisia,,,54.43512,18.40282
1116,,Park Rady Europy,,,54.51879,18.54701
1117,,Tuchom - Ogrodowa,,,54.42798,18.38818
1118,,Stadion Miejski,,,54.49208,18.53085
1119,,Dworzec Morski - Muzeum Emigracji,,,54.53261,18.54675
1120,,Tuchom - Warzenko,,,54.41649,18.37565
1121,,Chylonia Krzywoustego,,,54.54594,18.46845
1122,,Miszewko,,,54.40245,18.3614
1123,,Miszewo,,,54.38846,18.35993
1124,,Kielno - Cmentarz,,,54.45519,18.34932
1125,,Małkowo,,,54.37001,18.3633
1126,,Żukowo - Fenikowskiego,,,54.34996,18.36658
1127,,Żukowo - Dworcowa,,,54.34689,18.36515
1128,,Żukowo - Urząd Gminy,,,54.34153,18.35512
1129,,Kosakowo - Gimnazjum,,,54.58153,18.49283
1130,,Żukowo - Os. Norbertanek,,,54.35157,18.3719
1131,,"Żukowo - Baza PA ""Gryf""",,,54.35483,18.37741
1132,,Miszewo - Pępowo,,,54.37979,18.36167
1133,,Tuchom - Tęczowa,,,54.42148,18.38139
1134,,Miszewko - Nowy Tuchom,,,54.41002,18.37016
1135,,Żukowo - Słoneczna,,,54.35958,18.36466
1136,,Moniuszki,,,54.5054,18.54932
1137,,Norwida,,,54.50498,18.54688
1138,,Chwaszczyno - Szmaragdowa,,,54.4426,18.43195
1139,,Chwaszczyno - Oliwska,,,54.44211,18.44561
1140,,Korzeniowskiego,,,54.51062,18.55042
1141,,Rynarzewo,,,54.42137,18.53835
1142,,Oliwa - Pętla Tramwajowa,,,54.4101,18.5656
1143,,Mickiewicza ,,,54.51251,18.54706
1144,,Karwieńska,,,54.41069,18.54886
1145,,Necla ,,,54.51041,18.54629
1146,,Karczemki - Tuchomska,,,54.44336,18.39874
1147,,Dobrzewino - Kasztelańska,,,54.44884,18.38791
1148,,Dobrzewino - Dworska,,,54.45724,18.38841
1149,,Bojano,,,54.47138,18.38374
1150,,Bojano - Kościół,,,54.47472,18.37814
1151,,Bojano - Rolnicza,,,54.47726,18.36727
1152,,Koleczkowo - Gryfa Pomorskiego,,,54.48367,18.34979
1153,,Koleczkowo - Poczta,,,54.4884,18.34018
1154,,Koleczkowo - Kamieńska,,,54.4871,18.34258
1155,,Chwaszczyno - Boczna,,,54.44319,18.40186
1156,,Dobrzewino - Grabowa,,,54.4517,18.37178
1157,,Dobrzewino - Bojańska,,,54.45477,18.36384
1158,,Kielno - Tredera,,,54.45316,18.33979
1159,,Kielno - Kościół,,,54.4537,18.34311
1160,,Kielno - Partyzantów Koleczk.,,,54.45969,18.35191
1161,,Bojano - Graniczna,,,54.46388,18.3611
1162,,Szczeblewskiego,,,54.49873,18.54912
1163,,Bojano - Dębowa Karczma,,,54.4653,18.37071
1164,,Chwaszczyno - Poczta,,,54.4431,18.40916
1165,,Dobrzewino - Owsiana,,,54.46042,18.38522
1166,,Kopernika - Kościół,,,54.49616,18.55065
1167,,Kielno - Różana,,,54.45832,18.32389
1168,,Kielno - Bożańska,,,54.46863,18.30806
1169,,Kieleńska Huta,,,54.46837,18.28102
1170,,Kamień - Asnyka,,,54.47135,18.2767
1171,,Kamień,,,54.47761,18.26926
1172,,Szemud - Moczydła,,,54.4809,18.25401
1173,,Szemud - Lesiniec,,,54.4838,18.24085
1174,,Szemud - Cmentarz,,,54.48566,18.23215
1175,,Szemud,,,54.48674,18.22092
1176,,Szemud - Remiza,,,54.48692,18.21687
1177,,Kielno - Sikorskiego,,,54.45407,18.33052
1178,,Bojano - Milenium,,,54.48015,18.35771
1179,,Fredry,,,54.5087,18.54923
1180,,Wybickiego,,,54.51686,18.54142
1181,,Łużycka ,,,54.49487,18.53471
1182,,Wiosny Ludów,,,54.49112,18.55092
1183,,Instytut Med. Morskiej i Tropikalnej,,,54.48741,18.54716
1184,,Łowicka - Szkoła,,,54.48437,18.52731
1185,,Wieluńska - Lipnowska,,,54.48515,18.52197
1186,,Wieluńska - Radomska,,,54.48476,18.51782
1187,,Mały Kack Łęczycka,,,54.48486,18.51513
1188,,Olkuska - Radomska,,,54.48668,18.51715
1189,,Dębogórze - Partyzantów,,,54.58088,18.44152
1190,,Olkuska - Łowicka,,,54.48797,18.52342
1191,,Sportowa,,,54.43154,18.56976
1192,,Spokojna - Cmentarz,,,54.47108,18.52191
1193,,Sea Towers,,,54.5194,18.54804
1194,,Filipkowskiego,,,54.48705,18.43001
1195,,Szemud - Błaszkowskiego,,,54.48876,18.21451
1196,,Władysława Jagiełły,,,54.472,18.50875
1197,,Grenadierów,,,54.47627,18.50409
1198,,Mały Kack Strzelców,,,54.47777,18.50295
1199,,Dębogórze-Wybudowanie - Boisko,,,54.57524,18.42895
1200,,Pomorska - Gdańska,,,54.56918,18.41492
1201,,Wielki Kack Fikakowo,,,54.46569,18.48351
1202,,Świętopełka,,,54.58285,18.40389
1203,,Stara Rumia Cmentarz,,,54.57992,18.407
1204,,Jeziorna,,,54.58823,18.37232
1205,,Śląska,,,54.51401,18.53278
1206,,Kazimierz - Pętla,,,54.60482,18.42964
1207,,Armii Krajowej,,,54.51809,18.53897
1208,,I Urząd Skarbowy,,,54.52276,18.53876
1209,,Kwiatkowskiej,,,54.49296,18.43426
1210,,Staniszewskiego,,,54.49347,18.43646
1211,,Plac Kaszubski,,,54.52233,18.54046
1212,,Bryla,,,54.49552,18.43723
1213,,Kielno - Słoneczna,,,54.4647,18.31471
1214,,Stadion PKM,,,54.49668,18.53304
1215,,Bulwar Nadmorski,,,54.50747,18.55311
1217,,Portowa,,,54.52434,18.54309
1220,,Kielno - Rondo,,,54.45272,18.33459
1221,,Pieńkawy,,,54.49283,18.42682
1222,,Urząd Morski,,,54.52814,18.54292
1223,,Starowiejska,,,54.52091,18.5354
1224,,Łokietka,,,54.43052,18.57355
1225,,Ergo Arena,,,54.42669,18.57592
1226,,Plac Kaszubski - Jana z Kolna,,,54.52342,18.54245
1227,,Lutycka,,,54.49503,18.54075
1228,,Górnicza - Damroki,,,54.46816,18.48108
1229,,Górnicza - Kościół,,,54.467,18.48187
1230,,Gdynia Dworzec Gł. PKP - Hala,,,54.52308,18.5337
1231,,Demptowska,,,54.52796,18.46002
1232,,Herberta,,,54.44022,18.54544
1233,,Reda Aquapark,,,54.59202,18.36717
1234,,"CH ""Port Rumia"" - Kosynierów",,,54.5852,18.37798
1235,,Stocznia Gdynia,,,54.53219,18.51689
1236,,Węzeł Ofiar Grudnia '70,,,54.52682,18.52013
1237,,Celna,,,54.52654,18.52506
1238,,Rotterdamska,,,54.52711,18.53133
1239,,Szkoła Morska,,,54.5294,18.5377
1242,,Piołunowa,,,54.47439,18.45691
1243,,Janka Wiśniewskiego,,,54.53263,18.50903
1244,,Tymiankowa,,,54.4723,18.45267
1245,,Energetyków,,,54.53967,18.49937
1246,,Dąbrowa Miętowa,,,54.4714,18.45029
1247,,Gdynia Dworzec Gł. PKP,,,54.52154,18.53044
1248,,Kameliowa,,,54.47014,18.46819
1249,,Gdynia Dworzec Gł. PKP - Dworcowa,,,54.5209,18.53155
1250,,Paprykowa,,,54.46778,18.46539
1251,,Szafranowa,,,54.46531,18.46013
1252,,Giełda Towarowa,,,54.46222,18.45339
1253,,Rdestowa - Chwaszczyńska,,,54.45998,18.45158
1254,,Starochwaszczyńska,,,54.45689,18.44948
1255,,Centrum Nadawcze RTV,,,54.45171,18.43924
1256,,Urząd Miasta - Władysława IV,,,54.51038,18.53699
1257,,Chwaszczyno - Gdyńska,,,54.44748,18.42769
1258,,Chrzanowskiego - Przychodnia,,,54.52996,18.54236
1259,,Polifarb,,,54.46011,18.45674
1260,,3 Maja - Hala,,,54.52211,18.53593
1261,,Kacze Buki,,,54.45581,18.45318
1267,,Chwaszczyno - Wiejska,,,54.44605,18.42305
1268,,Rdestowa - Leśny Zakątek,,,54.46409,18.45759
1269,Karwiny Tesco,Gdynia Karwiny Tesco,5.0,Gdynia,54.47335,18.47687
